miRNA	Position in the UTR	seed match	context++ score	context++ score percentile	weighted context++ score	conserved branch length	Pct	Predicted relative KD
hsa-miR-4491	2223-2229	7mer-1A	-0.13	 78	-0.13	0.000	N/A	N/A
hsa-miR-4657	2223-2229	7mer-1A	-0.13	 77	-0.13	0.000	N/A	N/A
hsa-miR-299-3p	2223-2229	7mer-1A	-0.11	 74	-0.11	1.208	N/A	-1.899
hsa-miR-202-3p	2227-2233	7mer-m8	-0.10	 65	-0.10	0.016	N/A	N/A
hsa-miR-6856-5p	2230-2236	7mer-m8	-0.16	 89	-0.16	0.000	N/A	N/A
hsa-miR-6758-5p	2230-2236	7mer-m8	-0.13	 84	-0.13	0.000	N/A	N/A
hsa-miR-4756-3p	2232-2238	7mer-1A	-0.12	 90	-0.11	0.000	N/A	N/A
hsa-miR-3919	2232-2238	7mer-1A	-0.07	 84	-0.07	0.000	N/A	N/A
hsa-miR-4330	2234-2240	7mer-1A	-0.07	 81	-0.07	0.000	N/A	N/A
hsa-miR-4727-5p	2242-2248	7mer-m8	-0.13	 75	-0.13	0.223	N/A	N/A
hsa-miR-4769-3p	2242-2248	7mer-1A	-0.04	 66	-0.04	0.000	N/A	N/A
hsa-miR-6817-5p	2242-2248	7mer-1A	-0.04	 64	-0.04	0.000	N/A	N/A
hsa-miR-5708	2249-2255	7mer-m8	-0.33	 90	-0.32	0.000	N/A	N/A
hsa-miR-4709-5p	2255-2261	7mer-m8	-0.05	 72	-0.05	0.000	N/A	N/A
hsa-miR-5003-5p	2257-2264	8mer	-0.15	 84	-0.15	0.000	N/A	N/A
hsa-miR-513b-5p	2259-2265	7mer-1A	-0.01	 34	-0.01	0.043	N/A	-1.632
hsa-miR-7855-5p	2266-2272	7mer-1A	-0.17	 86	-0.17	0.000	N/A	N/A
hsa-miR-9-5p	2268-2274	7mer-m8	-0.08	 81	-0.08	1.780	< 0.1	-1.522
hsa-miR-3121-5p	2270-2276	7mer-1A	-0.02	 61	-0.02	0.000	N/A	N/A
hsa-miR-4448	2272-2278	7mer-m8	-0.17	 93	-0.17	0.000	N/A	N/A
hsa-miR-7705	2275-2281	7mer-m8	-0.16	 87	-0.15	0.000	N/A	N/A
hsa-miR-136-5p	2280-2286	7mer-1A	-0.16	 89	-0.16	1.625	N/A	-1.972
hsa-miR-6845-3p	2282-2288	7mer-1A	-0.14	 83	-0.14	0.223	N/A	N/A
hsa-miR-6833-3p	2283-2289	7mer-m8	-0.14	 89	-0.14	0.000	N/A	N/A
hsa-miR-4768-5p	2283-2289	7mer-m8	-0.13	 88	-0.13	0.000	N/A	N/A
hsa-miR-6873-3p	2283-2289	7mer-1A	-0.05	 58	-0.05	0.000	N/A	N/A
hsa-miR-5571-5p	2285-2292	8mer	-0.21	 98	-0.21	0.306	N/A	N/A
hsa-miR-409-3p	2298-2305	8mer	-0.12	 96	-0.12	0.709	N/A	-2.662
hsa-miR-33a-3p	2299-2305	7mer-1A	-0.01	 38	-0.01	0.000	N/A	N/A
hsa-miR-212-3p	2305-2311	7mer-1A	-0.05	 77	-0.05	1.702	< 0.1	-4.146
hsa-miR-132-3p	2305-2311	7mer-1A	-0.03	 66	-0.03	1.702	< 0.1	-4.211
hsa-miR-3912-3p	2316-2322	7mer-1A	-0.23	 85	-0.22	0.000	N/A	N/A
hsa-miR-6885-3p	2326-2332	7mer-m8	-0.14	 91	-0.14	0.000	N/A	N/A
hsa-miR-892c-3p	2334-2340	7mer-m8	-0.08	 78	-0.08	2.102	N/A	-3.605
hsa-miR-4676-3p	2334-2340	7mer-m8	-0.08	 78	-0.08	2.102	N/A	-3.715
hsa-miR-452-5p	2334-2340	7mer-m8	-0.06	 68	-0.05	2.102	N/A	-3.111
hsa-miR-1208	2335-2341	7mer-m8	-0.15	 92	-0.14	0.016	N/A	N/A
hsa-miR-4252	2337-2343	7mer-m8	-0.25	 96	-0.24	0.260	N/A	N/A
hsa-miR-6807-5p	2340-2346	7mer-m8	-0.18	 96	-0.18	0.000	N/A	N/A
hsa-miR-556-5p	2342-2348	7mer-1A	-0.12	 86	-0.12	0.031	N/A	-3.708
hsa-miR-613	2362-2368	7mer-1A	-0.12	 78	-0.12	1.360	< 0.1	-3.580
hsa-miR-1-3p	2362-2368	7mer-1A	-0.07	 68	-0.07	1.360	< 0.1	-3.969
hsa-miR-206	2362-2368	7mer-1A	-0.04	 58	-0.04	1.360	< 0.1	-3.969
hsa-miR-3688-3p	2364-2370	7mer-1A	-0.16	 92	-0.15	0.000	N/A	N/A
hsa-miR-8076	2365-2371	7mer-m8	-0.14	 82	-0.14	0.000	N/A	N/A
hsa-miR-6768-3p	2381-2387	7mer-m8	-0.17	 90	-0.17	0.000	N/A	N/A
hsa-miR-4799-5p	2386-2392	7mer-1A	-0.03	 71	-0.03	0.000	N/A	N/A
hsa-miR-4263	2387-2393	7mer-1A	-0.01	 40	-0.01	0.000	N/A	N/A
hsa-miR-576-5p	2387-2393	7mer-1A	-0.01	 37	-0.01	0.031	N/A	-2.555
hsa-miR-655-5p	2392-2398	7mer-1A	-0.22	 91	-0.22	0.000	N/A	N/A
hsa-miR-6086	2392-2398	7mer-1A	-0.14	 90	-0.13	0.316	N/A	N/A
hsa-miR-377-5p	2392-2398	7mer-1A	-0.17	 86	-0.16	0.316	N/A	N/A
hsa-miR-3926	2399-2405	7mer-1A	-0.17	 88	-0.17	0.000	N/A	N/A
hsa-miR-548s	2399-2405	7mer-m8	-0.11	 81	-0.11	0.000	N/A	N/A
hsa-miR-3190-5p	2400-2406	7mer-m8	-0.22	 94	-0.22	0.000	N/A	N/A
hsa-miR-4487	2403-2410	8mer	-0.36	 97	-0.36	0.000	N/A	N/A
hsa-miR-558	2404-2410	7mer-1A	-0.14	 85	-0.14	0.250	N/A	N/A
hsa-miR-3160-3p	2404-2410	7mer-1A	-0.16	 84	-0.16	0.000	N/A	N/A
hsa-miR-556-5p	2405-2412	8mer	-0.23	 96	-0.23	0.031	N/A	-4.276
hsa-miR-2115-5p	2416-2423	8mer	-0.41	 98	-0.41	0.000	N/A	N/A
hsa-miR-7162-5p	2417-2423	7mer-1A	-0.26	 94	-0.25	0.000	N/A	N/A
hsa-miR-516a-3p	2417-2423	7mer-1A	-0.23	 92	-0.23	0.000	N/A	N/A
hsa-miR-516b-3p	2417-2423	7mer-1A	-0.23	 92	-0.23	0.000	N/A	N/A
hsa-miR-3977	2418-2424	7mer-1A	-0.14	 90	-0.14	0.000	N/A	N/A
hsa-miR-302f	2420-2426	7mer-m8	-0.13	 84	-0.13	0.016	N/A	N/A
hsa-miR-548s	2434-2441	8mer	-0.19	 93	-0.19	0.000	N/A	N/A
hsa-miR-3926	2434-2440	7mer-1A	-0.08	 65	-0.08	0.000	N/A	N/A
hsa-miR-3187-3p	2435-2441	7mer-1A	-0.05	 69	-0.05	0.000	N/A	-3.211
hsa-miR-4435	2435-2441	7mer-1A	-0.07	 63	-0.07	0.000	N/A	N/A
hsa-miR-4701-5p	2435-2441	7mer-1A	-0.01	 38	-0.01	0.016	N/A	-3.995
hsa-miR-588	2435-2441	7mer-1A	-0.01	 37	-0.01	0.016	N/A	-3.178
hsa-miR-6740-5p	2438-2444	7mer-1A	-0.05	 47	-0.05	0.000	N/A	N/A
hsa-miR-4716-5p	2441-2447	7mer-m8	-0.04	 69	-0.04	0.000	N/A	N/A
hsa-miR-767-5p	2444-2451	8mer	-0.26	 96	-0.26	0.016	N/A	N/A
hsa-miR-1250-5p	2449-2455	7mer-1A	-0.33	 87	-0.33	0.016	N/A	N/A
hsa-miR-34b-3p	2455-2461	7mer-m8	-0.04	 71	-0.04	0.031	N/A	N/A
hsa-miR-5093	2459-2465	7mer-1A	-0.02	 37	-0.01	0.000	N/A	N/A
hsa-miR-3688-3p	2460-2466	7mer-m8	-0.02	 45	-0.02	0.223	N/A	N/A
hsa-miR-1273f	2463-2469	7mer-m8	-0.12	 84	-0.12	0.000	N/A	N/A
hsa-miR-4756-3p	2465-2471	7mer-m8	-0.09	 87	-0.09	0.000	N/A	N/A
hsa-miR-548az-5p	2481-2488	8mer	-0.20	 98	-0.20	0.000	N/A	N/A
hsa-miR-548t-5p	2481-2488	8mer	-0.20	 98	-0.20	0.000	N/A	N/A
hsa-miR-548n	2482-2488	7mer-1A	-0.03	 79	-0.03	0.043	N/A	N/A
hsa-miR-4700-3p	2491-2497	7mer-1A	-0.11	 85	-0.11	0.000	N/A	N/A
hsa-miR-3529-3p	2498-2504	7mer-1A	-0.19	 94	-0.18	0.000	N/A	N/A
hsa-let-7c-3p	2500-2507	8mer	-0.23	 96	-0.22	0.276	N/A	N/A
hsa-let-7a-2-3p	2501-2507	7mer-1A	-0.12	 84	-0.12	0.522	N/A	N/A
hsa-let-7g-3p	2501-2507	7mer-1A	-0.11	 82	-0.11	0.522	N/A	N/A
hsa-miR-493-5p	2501-2507	7mer-1A	-0.07	 78	-0.07	3.064	N/A	-3.080
hsa-miR-508-3p	2503-2510	8mer	-0.29	 96	-0.28	0.016	N/A	-5.162
hsa-miR-4445-5p	2504-2510	7mer-1A	-0.10	 71	-0.10	0.159	N/A	N/A
hsa-miR-2052	2508-2515	8mer	-0.25	 97	-0.24	0.000	N/A	N/A
hsa-miR-19a-5p	2509-2515	7mer-1A	-0.06	 76	-0.06	0.852	N/A	N/A
hsa-miR-19b-1-5p	2509-2515	7mer-1A	-0.06	 75	-0.06	0.852	N/A	N/A
hsa-miR-19b-2-5p	2509-2515	7mer-1A	-0.06	 75	-0.06	0.852	N/A	N/A
hsa-miR-648	2514-2520	7mer-1A	-0.14	 84	-0.14	0.031	N/A	N/A
hsa-miR-142-3p.1	2515-2521	7mer-m8	-0.25	 88	-0.24	1.816	< 0.1	-5.383
hsa-miR-1244	2517-2523	7mer-1A	-0.13	 79	-0.13	0.043	N/A	N/A
hsa-miR-365a-5p	2530-2537	8mer	-0.47	 99	-0.47	0.223	N/A	N/A
hsa-miR-365b-5p	2530-2537	8mer	-0.47	 99	-0.47	0.223	N/A	N/A
hsa-miR-8052	2531-2537	7mer-1A	-0.24	 90	-0.24	0.223	N/A	N/A
hsa-miR-3199	2531-2537	7mer-1A	-0.24	 89	-0.23	0.223	N/A	N/A
hsa-miR-202-3p	2540-2547	8mer	-0.46	 98	-0.45	0.271	N/A	N/A
hsa-miR-1252-3p	2544-2550	7mer-m8	-0.09	 92	-0.08	0.000	N/A	N/A
hsa-miR-3662	2545-2551	7mer-m8	-0.02	 64	-0.02	0.000	N/A	N/A
hsa-miR-16-1-3p	2554-2560	7mer-1A	-0.08	 77	-0.08	0.239	N/A	N/A
hsa-miR-222-5p	2555-2561	7mer-1A	-0.12	 77	-0.12	0.000	N/A	N/A
hsa-miR-30e-3p	2556-2563	8mer	-0.24	 97	-0.24	0.780	N/A	N/A
hsa-miR-30d-3p	2556-2563	8mer	-0.24	 97	-0.24	0.780	N/A	N/A
hsa-miR-30a-3p	2556-2563	8mer	-0.24	 97	-0.24	0.780	N/A	N/A
hsa-miR-335-3p	2558-2564	7mer-1A	-0.01	 40	-0.01	0.239	N/A	N/A
hsa-miR-208b-5p	2565-2571	7mer-m8	-0.12	 89	-0.12	0.031	N/A	N/A
hsa-miR-208a-5p	2565-2571	7mer-m8	-0.06	 88	-0.06	0.031	N/A	N/A
hsa-miR-4701-5p	2573-2580	8mer	-0.48	 99	-0.47	0.016	N/A	-5.806
hsa-miR-588	2573-2580	8mer	-0.48	 99	-0.47	0.016	N/A	-4.972
hsa-miR-548s	2574-2580	7mer-1A	-0.19	 93	-0.18	0.000	N/A	N/A
hsa-miR-3187-3p	2574-2580	7mer-1A	-0.14	 91	-0.14	0.000	N/A	-3.619
hsa-miR-4435	2574-2580	7mer-1A	-0.15	 82	-0.15	0.000	N/A	N/A
hsa-miR-4676-3p	2584-2590	7mer-1A	-0.08	 78	-0.08	2.085	N/A	-1.598
hsa-miR-452-5p	2584-2590	7mer-1A	-0.08	 76	-0.08	2.085	N/A	-1.928
hsa-miR-892c-3p	2584-2590	7mer-1A	-0.06	 70	-0.06	2.085	N/A	-1.760
hsa-miR-4693-5p	2585-2591	7mer-1A	-0.17	 86	-0.17	0.000	N/A	N/A
hsa-miR-550b-3p	2587-2593	7mer-1A	-0.08	 80	-0.08	0.000	N/A	N/A
hsa-miR-2116-5p	2589-2596	8mer	-0.16	 95	-0.16	0.000	N/A	N/A
hsa-miR-4677-5p	2590-2596	7mer-m8	-0.19	 93	-0.18	0.031	N/A	N/A
hsa-miR-22-5p	2590-2596	7mer-1A	-0.07	 69	-0.07	0.679	N/A	N/A
hsa-miR-1272	2595-2601	7mer-1A	-0.13	 91	-0.13	0.016	N/A	N/A
hsa-miR-1322	2595-2601	7mer-1A	-0.07	 84	-0.07	0.016	N/A	N/A
hsa-miR-590-3p	2600-2606	7mer-m8	-0.03	 87	-0.03	0.327	N/A	N/A
hsa-miR-4282	2602-2608	7mer-m8	-0.03	 87	-0.03	0.000	N/A	N/A
hsa-miR-548c-3p	2604-2610	7mer-1A	-0.01	 57	-0.01	0.170	N/A	N/A
hsa-miR-3163	2606-2612	7mer-1A	-0.01	 45	-0.01	0.000	N/A	-2.899
hsa-miR-410-3p	2608-2614	7mer-1A	-0.06	 93	-0.06	3.113	N/A	-1.697
hsa-miR-5011-5p	2609-2616	8mer	-0.16	 96	-0.16	0.000	N/A	N/A
hsa-miR-190a-3p	2610-2616	7mer-m8	-0.10	 92	-0.10	0.652	N/A	N/A
hsa-miR-5011-5p	2611-2618	8mer	-0.13	 94	-0.13	0.000	N/A	N/A
hsa-miR-190a-3p	2612-2618	7mer-m8	-0.06	 84	-0.06	0.652	N/A	N/A
hsa-miR-7844-5p	2617-2623	7mer-1A	-0.07	 87	-0.07	0.000	N/A	N/A
hsa-miR-188-3p	2628-2634	7mer-m8	-0.17	 82	-0.17	0.260	N/A	N/A
hsa-miR-2116-3p	2630-2636	7mer-1A	-0.15	 93	-0.15	0.000	N/A	-2.961
hsa-miR-4713-5p	2630-2636	7mer-m8	-0.21	 89	-0.21	0.000	N/A	N/A
hsa-miR-4282	2638-2645	8mer	-0.03	 87	-0.03	0.000	N/A	N/A
hsa-miR-3163	2640-2647	8mer	-0.03	 86	-0.03	0.000	N/A	-3.676
hsa-miR-337-3p	2644-2650	7mer-m8	-0.17	 87	-0.17	0.043	N/A	-3.667
hsa-miR-1910-5p	2647-2653	7mer-m8	-0.28	 95	-0.28	0.000	N/A	N/A
hsa-miR-4773	2651-2657	7mer-m8	-0.19	 95	-0.19	0.000	N/A	N/A
hsa-miR-3133	2653-2659	7mer-m8	-0.10	 95	-0.10	0.000	N/A	N/A
hsa-miR-545-3p	2657-2663	7mer-m8	-0.12	 85	-0.11	0.043	N/A	-3.226
hsa-miR-3120-3p	2658-2664	7mer-m8	-0.15	 89	-0.14	0.159	N/A	N/A
hsa-miR-22-3p	2673-2679	7mer-1A	-0.03	 48	-0.03	0.550	< 0.1	-4.416
hsa-miR-3668	2677-2683	7mer-1A	-0.07	 58	-0.07	0.000	N/A	N/A
hsa-miR-7852-3p	2677-2683	7mer-1A	-0.03	 36	-0.03	0.000	N/A	N/A
hsa-miR-3924	2678-2684	7mer-1A	-0.01	 26	-0.01	0.000	N/A	-1.865
hsa-miR-198	2687-2693	7mer-1A	-0.18	 90	-0.17	0.043	N/A	N/A
hsa-miR-548at-5p	2696-2702	7mer-m8	-0.08	 88	-0.08	0.000	N/A	N/A
hsa-miR-4650-3p	2702-2709	8mer	-0.46	 98	-0.46	0.000	N/A	N/A
hsa-miR-3529-5p	2703-2709	7mer-1A	-0.18	 86	-0.18	2.431	N/A	-3.402
hsa-miR-379-5p	2703-2709	7mer-1A	-0.16	 85	-0.16	2.431	N/A	-3.864
hsa-miR-4451	2703-2709	7mer-1A	-0.18	 77	-0.18	0.000	N/A	N/A
hsa-miR-224-3p	2706-2712	7mer-m8	-0.14	 93	-0.13	0.333	N/A	-3.319
hsa-miR-522-3p	2706-2712	7mer-m8	-0.14	 92	-0.13	0.333	N/A	-3.094
hsa-miR-5680	2708-2714	7mer-m8	-0.02	 68	-0.02	0.000	N/A	N/A
hsa-miR-298	2711-2717	7mer-1A	-0.14	 84	-0.14	0.043	N/A	N/A
hsa-miR-3678-3p	2712-2718	7mer-1A	-0.19	 90	-0.18	0.000	N/A	N/A
hsa-miR-1273h-3p	2712-2718	7mer-1A	-0.10	 83	-0.09	0.000	N/A	N/A
hsa-miR-1976	2732-2739	8mer	-0.36	 98	-0.36	0.223	N/A	N/A
hsa-miR-3653-5p	2733-2739	7mer-1A	-0.11	 89	-0.11	0.000	N/A	N/A
hsa-miR-4279	2734-2740	7mer-1A	-0.01	 35	-0.01	0.000	N/A	N/A
hsa-miR-629-3p	2735-2741	7mer-1A	-0.01	 45	-0.01	0.000	N/A	N/A
hsa-miR-627-3p	2737-2743	7mer-m8	-0.02	 38	-0.02	0.306	N/A	N/A
hsa-miR-5003-3p	2738-2745	8mer	-0.12	 94	-0.11	0.000	N/A	N/A
hsa-miR-17-3p	2758-2764	7mer-m8	-0.25	 97	-0.24	0.979	N/A	N/A
hsa-miR-509-3-5p	2759-2765	7mer-m8	-0.23	 96	-0.22	0.137	N/A	N/A
hsa-miR-509-5p	2759-2765	7mer-m8	-0.23	 96	-0.22	0.137	N/A	N/A
hsa-miR-4418	2759-2765	7mer-m8	-0.20	 95	-0.20	0.137	N/A	N/A
hsa-miR-6878-5p	2771-2777	7mer-m8	-0.18	 85	-0.18	0.031	N/A	N/A
hsa-miR-6760-5p	2772-2778	7mer-m8	-0.20	 91	-0.20	0.000	N/A	N/A
hsa-miR-6754-5p	2773-2779	7mer-m8	-0.26	 96	-0.26	0.000	N/A	N/A
hsa-miR-4441	2773-2779	7mer-m8	-0.25	 95	-0.25	0.000	N/A	N/A
hsa-miR-4270	2773-2779	7mer-m8	-0.25	 95	-0.25	0.000	N/A	N/A
hsa-miR-888-5p	2784-2790	7mer-m8	-0.07	 72	-0.07	0.031	N/A	-1.728
hsa-miR-5197-3p	2792-2798	7mer-1A	-0.14	 90	-0.14	0.000	N/A	N/A
hsa-miR-548at-5p	2797-2804	8mer	-0.13	 94	-0.12	0.000	N/A	N/A
hsa-miR-561-3p	2798-2804	7mer-1A	-0.07	 90	-0.07	0.000	N/A	N/A
hsa-miR-142-5p	2799-2805	7mer-m8	-0.13	 94	-0.12	1.582	< 0.1	-4.136
hsa-miR-5590-3p	2799-2805	7mer-m8	-0.10	 90	-0.09	1.582	< 0.1	-3.862
hsa-miR-6507-5p	2803-2809	7mer-m8	-0.07	 94	-0.07	0.000	N/A	N/A
hsa-miR-186-5p	2804-2810	7mer-m8	-0.06	 94	-0.06	1.394	N/A	-3.855
hsa-miR-3133	2811-2818	8mer	-0.28	 99	-0.28	0.000	N/A	N/A
hsa-miR-186-5p	2812-2818	7mer-1A	-0.01	 59	-0.01	0.024	N/A	N/A
hsa-miR-3120-3p	2826-2832	7mer-m8	-0.17	 92	-0.17	0.326	N/A	N/A
hsa-miR-4524b-3p	2829-2835	7mer-1A	-0.07	 85	-0.07	0.000	N/A	N/A
hsa-miR-376b-3p	2832-2838	7mer-m8	-0.20	 87	-0.20	2.437	N/A	-3.491
hsa-miR-376a-3p	2832-2838	7mer-m8	-0.20	 87	-0.20	2.437	N/A	-3.491
hsa-miR-8054	2841-2847	7mer-m8	-0.11	 96	-0.11	0.016	N/A	N/A
hsa-miR-548av-5p	2841-2847	7mer-m8	-0.17	 95	-0.16	0.016	N/A	N/A
hsa-miR-548k	2841-2847	7mer-m8	-0.17	 95	-0.16	0.016	N/A	N/A
hsa-miR-3973	2842-2849	8mer	-0.26	 98	-0.26	0.000	N/A	N/A
hsa-miR-520h	2843-2849	7mer-1A	-0.14	 95	-0.14	0.043	N/A	-3.493
hsa-miR-520g-3p	2843-2849	7mer-1A	-0.14	 95	-0.14	0.043	N/A	-3.493
hsa-miR-7159-5p	2859-2866	8mer	-0.26	 97	-0.25	0.159	N/A	N/A
hsa-miR-3065-5p	2859-2865	7mer-1A	-0.12	 86	-0.12	0.000	N/A	N/A
hsa-miR-421	2860-2866	7mer-1A	-0.20	 93	-0.19	2.254	N/A	-2.104
hsa-miR-505-3p.2	2860-2866	7mer-1A	-0.04	 83	-0.03	2.254	N/A	-1.567
hsa-miR-1305	2861-2868	8mer	-0.26	 99	-0.25	0.000	N/A	N/A
hsa-miR-539-5p	2870-2876	7mer-m8	-0.16	 98	-0.16	0.187	N/A	N/A
hsa-miR-3123	2872-2878	7mer-1A	-0.11	 92	-0.11	0.000	N/A	N/A
hsa-miR-3925-5p	2872-2878	7mer-1A	-0.08	 88	-0.08	0.000	N/A	N/A
hsa-miR-4704-5p	2876-2883	8mer	-0.43	 99	-0.42	0.000	N/A	N/A
hsa-miR-655-3p	2880-2886	7mer-m8	-0.09	 70	-0.09	0.000	N/A	-3.971
hsa-miR-374c-5p	2880-2886	7mer-m8	-0.08	 68	-0.08	0.000	N/A	-4.495
hsa-miR-369-3p	2881-2887	7mer-m8	-0.07	 90	-0.06	0.000	N/A	-3.630
hsa-miR-1324	2890-2896	7mer-m8	-0.26	 97	-0.25	0.016	N/A	N/A
hsa-miR-4773	2894-2900	7mer-m8	-0.16	 93	-0.15	0.000	N/A	N/A
hsa-miR-589-3p	2895-2901	7mer-m8	-0.12	 83	-0.11	0.000	N/A	N/A
hsa-miR-298	2897-2903	7mer-1A	-0.10	 75	-0.10	0.043	N/A	N/A
hsa-miR-143-5p	2899-2905	7mer-1A	-0.20	 96	-0.20	0.260	N/A	N/A
hsa-miR-3944-5p	2899-2905	7mer-1A	-0.14	 86	-0.13	0.159	N/A	N/A
hsa-miR-5701	2903-2909	7mer-1A	-0.01	 37	-0.01	0.000	N/A	N/A
hsa-miR-325-3p	2904-2910	7mer-1A	-0.04	 67	-0.04	3.088	N/A	-1.860
hsa-miR-4307	2908-2914	7mer-1A	-0.06	 82	-0.06	0.000	N/A	N/A
hsa-miR-4687-3p	2914-2920	7mer-m8	-0.25	 94	-0.25	0.226	N/A	N/A
hsa-miR-485-5p	2916-2922	7mer-m8	-0.25	 94	-0.24	2.614	N/A	-5.164
hsa-miR-6884-5p	2916-2922	7mer-m8	-0.25	 93	-0.24	2.614	N/A	-5.836
hsa-miR-6857-5p	2927-2933	7mer-m8	-0.25	 95	-0.05	0.000	N/A	N/A
hsa-miR-4450	2927-2933	7mer-1A	-0.19	 82	-0.04	0.000	N/A	N/A
hsa-miR-4717-3p	2931-2937	7mer-m8	-0.20	 93	-0.04	0.000	N/A	N/A
hsa-miR-4643	2932-2938	7mer-m8	-0.08	 90	-0.02	0.000	N/A	N/A
hsa-miR-1323	2937-2943	7mer-1A	-0.08	 89	-0.02	0.043	N/A	-3.278
hsa-miR-548o-3p	2937-2943	7mer-1A	-0.05	 81	-0.01	0.043	N/A	-2.979
hsa-miR-873-5p.2	2944-2950	7mer-m8	-0.23	 94	-0.04	0.195	N/A	-3.123
hsa-miR-6165	2945-2951	7mer-m8	-0.23	 94	-0.04	0.000	N/A	N/A
hsa-miR-2278	2947-2953	7mer-m8	-0.19	 96	-0.04	0.000	N/A	-2.587
hsa-miR-1276	2949-2955	7mer-m8	-0.22	 97	-0.04	0.000	N/A	-4.426
hsa-miR-495-3p	2953-2959	7mer-1A	-0.01	 63	-0.00	0.385	N/A	-3.053
hsa-miR-5688	2953-2959	7mer-1A	-0.01	 62	-0.00	0.385	N/A	-3.166
hsa-miR-7-1-3p	2953-2959	7mer-1A	-0.01	 59	-0.00	0.000	N/A	N/A
hsa-miR-7-2-3p	2953-2959	7mer-1A	-0.01	 59	-0.00	0.000	N/A	N/A
hsa-miR-194-5p	2955-2961	7mer-1A	-0.13	 82	-0.03	0.416	< 0.1	-3.393
hsa-miR-4729	2969-2975	7mer-1A	-0.10	 92	-0.02	0.000	N/A	N/A
hsa-miR-5696	2969-2975	7mer-m8	-0.04	 76	-0.01	0.000	N/A	N/A
hsa-miR-556-3p	2976-2982	7mer-1A	-0.06	 76	-0.01	0.016	N/A	-4.032
hsa-miR-2052	2990-2997	8mer	-0.31	 99	-0.06	0.000	N/A	N/A
hsa-miR-19a-5p	2991-2997	7mer-1A	-0.11	 86	-0.02	0.243	N/A	N/A
hsa-miR-19b-1-5p	2991-2997	7mer-1A	-0.11	 85	-0.02	0.243	N/A	N/A
hsa-miR-19b-2-5p	2991-2997	7mer-1A	-0.11	 85	-0.02	0.243	N/A	N/A
hsa-miR-7641	2997-3003	7mer-1A	-0.09	 79	-0.00	0.000	N/A	N/A
